playerID,firstName,lastName,pos,birthYear,birthMon,birthDay,birthCountry,birthState,birthCity
markgo01,Gordon,Mark,D,1964.0,9.0,10.0,Canada,AB,Edmonton
markkju01,Jussi,Markkanen,G,1975.0,5.0,8.0,Finland,,Imatra
markoan01,Andrei,Markov,D,1978.0,12.0,20.0,Russia,,Voskresensk
markoda01,Danny,Markov,D,1976.0,7.0,30.0,Russia,,Moscow
marksja02,Jacob,Markstrom,G,1990.0,1.0,31.0,Sweden,,Gavle
marksjo01,John,Marks,L,1948.0,3.0,22.0,Canada,MB,Winnipeg
markwne01,Nevin,Markwart,L,1964.0,12.0,9.0,Canada,ON,Toronto
marlepa01,Patrick,Marleau,C,1979.0,9.0,15.0,Canada,SK,Aneroid
marnemi01,Mitch,Marner,C,1997.0,5.0,5.0,Canada,ON,Markham
maroida01,Daniel,Marois,R,1968.0,10.0,3.0,Canada,QC,Montreal
maroima01,Mario,Marois,D,1957.0,12.0,15.0,Canada,QC,Ancienne Lorette
maroopa01,Patrick,Maroon,L,1988.0,4.0,23.0,USA,MO,St. Louis
marshbr01,Brad,Marsh,D,1958.0,3.0,31.0,Canada,ON,London
marshgr01,Grant,Marshall,R,1973.0,6.0,9.0,Canada,ON,Mississauga
marshja01,Jason,Marshall,D,1971.0,2.0,22.0,Canada,BC,Cranbrook
marshke01,Kevin,Marshall,D,1989.0,3.0,10.0,Canada,QC,Boucherville
marshpa01,Paul,Marshall,L,1960.0,9.0,7.0,Canada,ON,Toronto
marshpe01,Peter,Marsh,R,1956.0,12.0,21.0,Canada,NS,Halifax
marteda01,Danick,Martel,L,1994.0,12.0,12.0,Canada,QC,Drummondville
marteto01,Tony,Martensson,C,1980.0,6.0,23.0,Sweden,,Upplands Vasby
martial01,Alec,Martinez,D,1987.0,7.0,26.0,USA,MI,Rochester Hills
martian01,Andreas,Martinsen,L,1990.0,6.0,13.0,Norway,,Baerum
marticr01,Craig,Martin,R,1971.0,1.0,21.0,Canada,NS,Amherst
martida01,Darcy,Martini,D,1969.0,1.0,30.0,Canada,BC,Castlegar
martigr01,Grant,Martin,C,1962.0,3.0,13.0,Canada,ON,Smooth Rock Falls
martijo01,Jordan,Martinook,L,1992.0,7.0,25.0,Canada,MB,Brandon
martima01,Matt,Martin,D,1971.0,4.0,30.0,USA,CT,Hamden
martima02,Matt,Martin,L,1989.0,5.0,8.0,Canada,ON,Windsor
martipa01,Paul,Martin,D,1981.0,3.0,5.0,USA,MN,Elk River
martira01,Radek,Martinek,D,1976.0,8.0,31.0,Czech Republic,,Havlicko
martiri01,Rick,Martin,L,1951.0,7.0,26.0,Canada,QC,LaSalle
martisp01,Spencer,Martin,G,1995.0,6.0,8.0,Canada,ON,Oakville
martist01,Steve,Martinson,L,1959.0,6.0,21.0,USA,MN,Minnetonka
martist02,Steve,Martins,C,1972.0,4.0,13.0,Canada,QC,Gatineau
martite01,Terry,Martin,L,1955.0,10.0,25.0,Canada,ON,Barrie
martito02,Tom,Martin,L,1964.0,5.0,11.0,Canada,BC,Kelowna
marukde01,Dennis,Maruk,C,1955.0,11.0,17.0,Canada,ON,Toronto
mashibr01,Brandon,Mashinter,L,1988.0,9.0,20.0,Canada,ON,Bradford
masonbo01,Bob,Mason,G,1961.0,4.0,22.0,USA,MN,International Falls
masonch02,Chris,Mason,G,1976.0,4.0,20.0,Canada,AB,Red Deer
masonst01,Steve,Mason,G,1988.0,5.0,29.0,Canada,ON,Oakville
mathemi01,Michael,Matheson,D,1994.0,2.0,27.0,Canada,QC,Montreal
mathidw01,Dwight,Mathiasen,R,1963.0,5.0,12.0,Canada,MB,Brandon
mathiji01,Jim,Mathieson,D,1970.0,1.0,24.0,Canada,SK,Kindersley
mathima01,Marquis,Mathieu,C,1973.0,5.0,31.0,USA,CT,Hartford
matsujo01,Jon,Matsumoto,C,1986.0,10.0,13.0,Canada,ON,Ottawa
mattech01,Christian,Matte,R,1975.0,1.0,20.0,Canada,QC,Hull
mattemi01,Mike,Matteucci,D,1971.0,12.0,27.0,Canada,BC,Trail
mattest01,Stephane,Matteau,L,1969.0,9.0,2.0,Canada,QC,Rouyn-Noranda
mattest02,Stefan,Matteau,C,1994.0,2.0,23.0,USA,IL,Chicago
matthau01,Auston,Matthews,C,1997.0,9.0,17.0,USA,CA,San Ramon
matthsh01,Shawn,Matthias,C,1988.0,2.0,19.0,Canada,ON,Mississauga
mattsma01,Markus,Mattsson,G,1957.0,7.0,30.0,Finland,,Suoneiemi
matviri01,Richard,Matvichuk,D,1973.0,2.0,5.0,Canada,AB,Edmonton
mauldgr01,Greg,Mauldin,C,1982.0,6.0,10.0,USA,MA,Boston
maxwebe01,Ben,Maxwell,C,1988.0,3.0,30.0,Canada,BC,North Vancouver
maxwebr01,Brad,Maxwell,D,1957.0,7.0,8.0,Canada,MB,Brandon
maxwebr02,Bryan,Maxwell,D,1955.0,9.0,7.0,Canada,ON,North Bay
maxweke01,Kevin,Maxwell,C,1960.0,3.0,30.0,Canada,AB,Edmonton
mayal01,Alan,May,R,1965.0,1.0,14.0,Canada,AB,Barrhead
maybr01,Brad,May,L,1971.0,11.0,29.0,Canada,ON,Toronto
mayda01,Darrell,May,G,1962.0,3.0,6.0,Canada,QC,Point Claire
mayerde01,Derek,Mayer,D,1967.0,5.0,21.0,Canada,BC,Rossland
mayerja01,Jamal,Mayers,R,1974.0,10.0,24.0,Canada,ON,Toronto
mayerpa01,Pat,Mayer,D,1961.0,7.0,24.0,USA,MI,Royal Oak
mayfisc01,Scott,Mayfield,D,1992.0,10.0,14.0,USA,MO,St. Louis
mayorma01,Maxim,Mayorov,L,1989.0,3.0,26.0,Russia,,Magnitogorsk
mazanma01,Marek,Mazanec,G,1991.0,7.0,18.0,Czechoslovakia,,Pisek
mazurja01,Jay,Mazur,C,1965.0,1.0,22.0,Canada,ON,Hamilton
mcadaga01,Gary,McAdam,L,1955.0,12.0,31.0,Canada,ON,Smiths Falls
mcallch01,Chris,McAllister,D,1975.0,6.0,16.0,Canada,SK,Saskatoon
mcalpch01,Chris,McAlpine,D,1971.0,12.0,1.0,USA,MN,Roseville
mcammde01,Dean,McAmmond,L,1973.0,6.0,15.0,Canada,AB,Grande Cache
mcardke01,Kenndal,McArdle,L,1987.0,1.0,4.0,Canada,ON,Toronto
mcavoch01,Charlie,McAvoy,D,1997.0,12.0,21.0,USA,NY,Long Beach
mcbaian01,Andrew,McBain,R,1965.0,1.0,18.0,Canada,ON,Toronto
mcbaija01,Jason,McBain,D,1974.0,4.0,12.0,Canada,BC,Kimberley
mcbaija02,Jamie,McBain,D,1988.0,2.0,25.0,USA,MN,Edina
mcbaimi01,Mike,McBain,D,1977.0,1.0,12.0,Canada,BC,Kimberley
mcbeawa01,Wayne,McBean,D,1969.0,2.0,21.0,Canada,AB,Calgary
mccabbr01,Bryan,McCabe,D,1975.0,6.0,8.0,Canada,ON,St. Catharines
mccabja01,Jake,McCabe,D,1993.0,10.0,12.0,USA,WI,Eau Claire
mccanja01,Jared,McCann,C,1996.0,5.0,3.0,Canada,ON,Stratford
mccarda01,Dan,McCarthy,C,1958.0,4.0,7.0,Canada,ON,St. Mary's
mccarda02,Darren,McCarty,R,1972.0,4.0,1.0,Canada,BC,Burnaby
mccarjo01,John,McCarthy,L,1986.0,8.0,9.0,USA,MA,Boston
mccarke01,Kevin,McCarthy,D,1957.0,7.0,14.0,Canada,MB,Winnipeg
mccarmi01,Michael,McCarron,R,1995.0,3.0,7.0,USA,MI,Gross Pointe
mccarsa01,Sandy,McCarthy,R,1972.0,6.0,15.0,Canada,ON,Toronto
mccarst01,Steve,McCarthy,D,1981.0,2.0,3.0,Canada,BC,Trail
mccarto02,Tom,McCarthy,L,1960.0,7.0,31.0,Canada,ON,Toronto
mccaual01,Alyn,McCauley,C,1977.0,5.0,29.0,Canada,ON,Brockville
mcclaro01,Rob,McClanahan,F,1958.0,1.0,9.0,USA,MN,St. Paul
mccleja01,Jay,McClement,C,1983.0,3.0,2.0,Canada,ON,Kingston
mccleke01,Kevin,McClelland,R,1962.0,7.0,4.0,Canada,ON,Oshawa
mccletr01,Trent,McCleary,R,1972.0,9.0,8.0,Canada,SK,Swift Current
mccolth01,Thomas,McCollum,G,1989.0,12.0,7.0,USA,NY,Amherst
mccorco01,Cody,McCormick,C,1983.0,4.0,18.0,Canada,ON,London
mccorma01,Max,McCormick,L,1992.0,5.0,1.0,USA,WI,De Pere
mccosia01,Ian,McCoshen,D,1995.0,8.0,5.0,USA,CA,Anaheim
mccossh01,Shawn,McCosh,C,1969.0,6.0,5.0,Canada,ON,Oshawa
mccouda01,Dale,McCourt,C,1957.0,1.0,26.0,Canada,ON,Falconbridge
mccrebi02,Bill,McCreary,R,1960.0,4.0,15.0,USA,OH,Hudson
mccribr01,Brad,McCrimmon,D,1959.0,3.0,29.0,Canada,SK,Dodsland
mccutda01,Darwin,McCutcheon,D,1962.0,4.0,19.0,Canada,ON,Brussels
mcdavco01,Connor,McDavid,C,1997.0,1.0,13.0,Canada,ON,Richmond Hill
mcdonan01,Andy,McDonald,C,1977.0,8.0,25.0,Canada,ON,Strathroy
mcdonco01,Colin,McDonald,C,1984.0,9.0,30.0,USA,CT,Hartford
mcdonge01,Gerry,McDonald,D,1958.0,3.0,18.0,USA,MA,Weymouth
mcdonhu01,Hubie,McDonough,C,1963.0,7.0,8.0,USA,NH,Manchester
mcdonjo01,Joe,McDonnell,D,1961.0,5.0,11.0,Canada,ON,Kitchener
mcdonke01,Kent,McDonell,R,1979.0,3.0,1.0,Canada,ON,Williamstown
mcdonla01,Lanny,McDonald,R,1953.0,2.0,16.0,Canada,AB,Hanna
mcdonry01,Ryan,McDonagh,D,1989.0,6.0,13.0,USA,MN,St.Paul
mcdoubi01,Bill,McDougall,C,1966.0,8.0,10.0,Canada,ON,Mississagua
mcdoumi01,Mike,McDougal,R,1958.0,4.0,30.0,USA,MI,Port Huron
mceacsh01,Shawn,McEachern,L,1969.0,2.0,28.0,USA,MA,Waltham
mcelhcu01,Curtis,McElhinney,G,1983.0,5.0,23.0,Canada,ON,London
mceneev01,Evan,McEneny,D,1994.0,5.0,22.0,Canada,ON,Hamilton
mcewemi01,Mike,McEwen,D,1956.0,8.0,10.0,Canada,ON,Hornepayne
mcfalda01,Dan,McFall,D,1963.0,4.0,8.0,USA,NY,Kenmore
mcfarjo01,John,McFarland,L,1992.0,4.0,2.0,Canada,ON,Richmond Hill
mcgeoji01,Jim,McGeough,C,1963.0,4.0,13.0,Canada,SK,Regina
mcgilbo01,Bob,McGill,D,1962.0,4.0,27.0,Canada,AB,Edmonton
mcgilda01,Dan,McGillis,D,1972.0,7.0,1.0,Canada,ON,Hawkesbury
mcgilry01,Ryan,McGill,D,1969.0,2.0,28.0,Canada,AB,Sherwood Park
mcginbr01,Brock,McGinn,L,1994.0,2.0,2.0,Canada,ON,Fergus
mcginja01,Jamie,McGinn,L,1988.0,8.0,5.0,Canada,ON,Fergus
mcginty01,Tye,McGinn,L,1990.0,7.0,29.0,Canada,ON,Fergus
mcgrabr01,Brian,McGrattan,R,1981.0,9.0,2.0,Canada,ON,Hamilton
mchugmi01,Mike,McHugh,L,1965.0,8.0,16.0,USA,ME,Bowdoin
mcilhja01,Jack,McIlhargey,D,1952.0,3.0,7.0,Canada,AB,Edmonton
mcilrdy01,Dylan,McIlrath,D,1992.0,4.0,20.0,Canada,MB,Winnipeg
mcinnma01,Marty,McInnis,L,1970.0,6.0,2.0,USA,MA,Hingham
mcintda01,David,McIntyre,C,1987.0,2.0,4.0,Canada,ON,Oakville
mcintjo01,John,McIntyre,C,1969.0,4.0,29.0,Canada,ON,Ravenswood
mcintza01,Zane,McIntyre,G,1992.0,8.0,20.0,USA,ND,Grand Forks
mcivena01,Nathan,McIver,D,1985.0,1.0,6.0,Canada,PE,Summerside
mckayra02,Randy,McKay,R,1967.0,1.0,25.0,Canada,QC,Montreal
mckayro01,Ross,McKay,G,1964.0,3.0,3.0,Canada,AB,Edmonton
mckaysc01,Scott,McKay,R,1972.0,1.0,26.0,Canada,ON,Burlington
mckecwa01,Walt,McKechnie,C,1947.0,6.0,19.0,Canada,ON,London
mckeeja01,Jay,McKee,D,1977.0,9.0,8.0,Canada,ON,Kingston
mckeemi01,Mike,McKee,D,1969.0,6.0,18.0,Canada,ON,Toronto
mckeggr01,Greg,McKegg,C,1992.0,6.0,17.0,Canada,ON,St. Thomas
mckegto01,Tony,McKegney,L,1958.0,2.0,15.0,Canada,QC,Montreal
mckenal01,Alex,McKendry,L,1956.0,11.0,21.0,Canada,ON,Midland
mckencu01,Curtis,McKenzie,L,1991.0,2.0,22.0,Canada,BC,Golden
mckenji02,Jim,McKenzie,L,1969.0,11.0,3.0,Canada,SK,Gull Lake
mckenmi01,Mike,McKenna,G,1983.0,4.0,11.0,USA,MO,St. Louis
mckense01,Sean,McKenna,R,1962.0,3.0,7.0,Canada,QC,Asbestos
mckenst01,Steve,McKenna,L,1973.0,8.0,21.0,Canada,ON,Toronto
mckeoro01,Roland,McKeown,D,1996.0,1.0,20.0,Canada,ON,Listowel
mckicst01,Steve,McKichan,G,1967.0,5.0,29.0,Canada,ON,Strathroy
mckiman01,Andrew,McKim,C,1970.0,7.0,6.0,Canada,NB,Saint John
mclarfr01,Frazer,McLaren,L,1987.0,10.0,29.0,Canada,MB,Winnipeg
mclarky01,Kyle,McLaren,D,1977.0,6.0,18.0,Canada,SK,Humboldt
mclarst01,Steve,McLaren,L,1975.0,2.0,3.0,Canada,ON,Owen Sound
mcleabr01,Brett,McLean,C,1978.0,8.0,14.0,Canada,BC,Comox
mcleaje01,Jeff,McLean,C,1969.0,10.0,6.0,Canada,BC,Vancouver
mcleaki01,Kirk,McLean,G,1966.0,6.0,26.0,Canada,ON,Willowdale
mcleaku01,Kurtis,McLean,C,1980.0,11.0,2.0,Canada,ON,Kirkland Lake
mclelsc01,Scott,McLellan,R,1963.0,2.0,10.0,Canada,ON,Toronto
mclelto01,Todd,McLellan,C,1967.0,10.0,3.0,Canada,SK,Melville
mclenja01,Jamie,McLennan,G,1971.0,6.0,30.0,Canada,AB,Edmonton
mcleoco01,Cody,McLeod,L,1984.0,6.0,26.0,Canada,MB,Binscarth
mcllwda01,Dave,McLlwain,C,1967.0,1.0,9.0,Canada,ON,Seaforth
mcmilbr01,Brandon,McMillan,L,1990.0,3.0,22.0,Canada,BC,Richmond
mcmilca01,Carson,McMillan,R,1988.0,9.0,10.0,Canada,MB,Brandon
mcmorse01,Sean,McMorrow,L,1982.0,1.0,19.0,Canada,BC,Vancouver
mcmurto01,Tom,McMurchy,R,1963.0,12.0,2.0,Canada,BC,New Westminster
mcnabbr01,Brayden,McNabb,D,1991.0,1.0,21.0,Canada,SK,Saskatoon
mcnabpe01,Peter,McNab,C,1952.0,5.0,8.0,Canada,BC,Vancouver
mcneigr01,Grant,McNeill,D,1983.0,6.0,8.0,Canada,AB,Vermillion
mcneima01,Mark,McNeill,R,1993.0,2.0,22.0,Canada,BC,Langley
mcneimi01,Mike,McNeill,C,1966.0,7.0,22.0,USA,MN,Winona
mcphege01,George,McPhee,L,1958.0,7.0,2.0,Canada,ON,Guelph
mcphemi01,Mike,McPhee,L,1960.0,7.0,14.0,Canada,NS,Sydney
mcquaad01,Adam,McQuaid,D,1986.0,10.0,12.0,Canada,PE,Charlottetown
mcraeba01,Basil,McRae,L,1961.0,1.0,5.0,Canada,ON,Beaverton
mcraech01,Chris,McRae,L,1965.0,8.0,26.0,Canada,ON,Beaverton
mcraeke01,Ken,McRae,C,1968.0,4.0,23.0,Canada,ON,Winchester
mcraeph01,Philip,McRae,C,1990.0,3.0,15.0,USA,MN,Minneapolis
mcreybr01,Brian,McReynolds,C,1965.0,1.0,5.0,Canada,ON,Penetanguishene
mcsorma01,Marty,McSorley,D,1963.0,5.0,18.0,Canada,ON,Hamilton
mcswedo01,Don,McSween,D,1964.0,6.0,9.0,USA,MI,Detroit
mctagji01,Jim,McTaggart,D,1960.0,3.0,31.0,Canada,SK,Weyburn
mctavda01,Dale,McTavish,C,1972.0,2.0,28.0,Canada,ON,Eganville
mcvicro01,Rob,McVicar,G,1982.0,1.0,15.0,Canada,NT,Hay River
meaghri01,Rick,Meagher,C,1953.0,11.0,2.0,Canada,ON,Belleville
medveev01,Evgeny,Medvedev,D,1982.0,8.0,27.0,USSR,,Chelyabinsk
meechde01,Derek,Meech,D,1984.0,4.0,21.0,Canada,MB,Winnipeg
meganwa01,Wade,Megan,C,1990.0,7.0,22.0,USA,NY,Canton
megnaja01,Jayson,Megna,C,1990.0,2.0,1.0,USA,FL,Fort Lauderdale
megnaja02,Jaycob,Megna,D,1992.0,12.0,10.0,USA,FL,Plantation
meierti01,Timo,Meier,R,1996.0,10.0,8.0,Switzerland,,Herisau
meighro01,Ron,Meighan,D,1963.0,5.0,26.0,Canada,QC,Montreal
melaman01,Anssi,Melametsa,L,1961.0,6.0,21.0,Finland,,Jyvaskyla
melande01,Dean,Melanson,D,1973.0,11.0,19.0,Canada,NS,Antigonish
melanro01,Roland,Melanson,G,1960.0,6.0,28.0,Canada,NB,Moncton
melchju01,Julian,Melchiori,D,1991.0,12.0,6.0,Canada,ON,Richmond Hill
melicjo01,Josef,Melichar,D,1979.0,1.0,20.0,Czech Republic,,Ceske Budejovice
melinbj01,Bjorn,Melin,L,1981.0,7.0,4.0,Sweden,,Jonkoping
melinro01,Roger,Melin,L,1956.0,4.0,25.0,Sweden,,Enkoping
mellasc01,Scott,Mellanby,R,1966.0,6.0,11.0,Canada,QC,Montreal
melnyla01,Larry,Melnyk,D,1960.0,2.0,21.0,Canada,BC,Westminster
melocer01,Eric,Meloche,R,1976.0,5.0,1.0,Canada,QC,Montreal
melocgi01,Gilles,Meloche,G,1950.0,7.0,12.0,Canada,QC,Montreal
melroba01,Barry,Melrose,D,1956.0,7.0,15.0,Canada,SK,Kelvington
merciju01,Justin,Mercier,L,1987.0,6.0,25.0,USA,PA,Erie
meredgr01,Greg,Meredith,R,1958.0,2.0,23.0,Canada,ON,Toronto
merklni01,Nicholas,Merkley,R,1997.0,5.0,23.0,Canada,AB,Calgary
merkogl01,Glenn,Merkosky,C,1959.0,4.0,8.0,Canada,AB,Edmonton
mermida01,Dakota,Mermis,D,1994.0,1.0,5.0,USA,IL,Alton
merrijo01,Jonathon,Merrill,D,1992.0,2.0,3.0,USA,OK,Oklahoma City
merriwa01,Wayne,Merrick,C,1952.0,4.0,23.0,Canada,ON,Sarnia
merscmi01,Michael,Mersch,L,1992.0,10.0,2.0,USA,IL,Park Ridge
mertzja01,Jan,Mertzig,D,1970.0,7.0,18.0,Sweden,,Stockholm
messier01,Eric,Messier,D,1973.0,10.0,29.0,Canada,QC,Drummondville
messijo01,Joby,Messier,D,1970.0,3.0,2.0,Canada,SK,Regina
messima01,Mark,Messier,C,1961.0,1.0,18.0,Canada,AB,Edmonton
messimi01,Mitch,Messier,C,1965.0,8.0,21.0,Canada,SK,Regina
meszaan01,Andrej,Meszaros,D,1985.0,10.0,13.0,Slovakia,,Povaszka Bystrica
metcasc01,Scott,Metcalfe,L,1967.0,1.0,6.0,Canada,ON,Toronto
metevi01,Victor,Mete,D,1998.0,6.0,7.0,Canada,ON,Woodbridge
methoma01,Marc,Methot,D,1985.0,6.0,21.0,Canada,ON,Ottawa
metrogl01,Glen,Metropolit,C,1974.0,6.0,25.0,Canada,ON,Toronto
meyerfr01,Freddy,Meyer,D,1981.0,1.0,4.0,USA,NH,Sanbornville
meyerst01,Stefan,Meyer,L,1985.0,7.0,20.0,Canada,AB,Medicine Hat
mezeibr01,Branislav,Mezei,D,1980.0,10.0,8.0,Slovakia,,Nitra
micalco01,Corrado,Micalef,G,1961.0,4.0,20.0,Canada,QC,Montreal
michaal01,Alfie,Michaud,G,1976.0,11.0,6.0,Canada,MB,Selkirk
michada01,Dave,Michayluk,L,1962.0,5.0,18.0,Canada,SK,Wakaw
michami01,Milan,Michalek,R,1984.0,12.0,7.0,Czech Republic,,Jindrichuv Hradec
michaol01,Olivier,Michaud,G,1983.0,9.0,14.0,Canada,QC,Beloeil
michazb01,Zbynek,Michalek,D,1982.0,12.0,23.0,Czech Republic,,Jindrchuv
michejo01,Joe,Micheletti,D,1954.0,10.0,24.0,USA,MN,International Falls
michepa01,Pat,Micheletti,C,1963.0,12.0,11.0,USA,MN,Hibbing
middema01,Max,Middendorf,R,1967.0,8.0,18.0,USA,NY,Syracuse
middlli01,Lindsay,Middlebrook,G,1955.0,9.0,7.0,Canada,ON,Collingwood
middlri01,Rick,Middleton,R,1953.0,12.0,4.0,Canada,ON,Toronto
miehmke01,Kevin,Miehm,C,1969.0,9.0,10.0,Canada,ON,Kitchener
mielean01,Andy,Miele,C,1988.0,4.0,15.0,USA,MI,Grosse Pointe Woods
miettan01,Antti,Miettinen,R,1980.0,7.0,3.0,Finland,,Hameenlinna
mihalvl01,Vladmir,Mihalik,D,1987.0,1.0,29.0,Slovakia,,Presov
mikape01,Petr,Mika,R,1979.0,2.0,12.0,Czech Republic,,Praque
mikhnal01,Alexei,Mikhnov,L,1982.0,8.0,31.0,Ukraine,,Kiev
mikkebr01,Brendan,Mikkelson,D,1987.0,6.0,22.0,Canada,SK,Regina
mikulol01,Oleg,Mikulchik,D,1964.0,6.0,27.0,Belarus,,Minsk
milanso01,Sonny,Milano,L,1996.0,5.0,12.0,USA,NY,Massapequa
milbumi01,Mike,Milbury,D,1952.0,6.0,17.0,USA,MA,Brighton
millacr01,Craig,Millar,D,1976.0,7.0,12.0,Canada,MB,Winnipeg
millami01,Mike,Millar,R,1965.0,4.0,28.0,Canada,ON,St. Catharines
milleaa01,Aaron,Miller,D,1971.0,8.0,11.0,USA,NY,Buffalo
millean01,Andrew,Miller,F,1988.0,9.0,18.0,USA,MI,Bloomfield Hills
millebo01,Bob,Miller,C,1956.0,9.0,28.0,USA,MA,Billerica
millebr01,Brad,Miller,D,1969.0,7.0,23.0,Canada,AB,Edmonton
milleco01,Corey,Millen,C,1964.0,3.0,30.0,USA,MN,Cloquet
milleco02,Colin,Miller,D,1992.0,10.0,29.0,Canada,ON,Sault Ste. Marie
milledr01,Drew,Miller,L,1984.0,2.0,17.0,USA,NJ,Dover
millegr01,Greg,Millen,G,1957.0,6.0,25.0,Canada,ON,Toronto
milleja02,Jay,Miller,L,1960.0,7.0,16.0,USA,MA,Wellesley
milleja03,Jason,Miller,C,1971.0,3.0,1.0,Canada,AB,Edmonton
millejt01,J.T.,Miller,C,1993.0,3.0,14.0,USA,OH,East Palestine
milleke01,Kelly,Miller,L,1963.0,3.0,3.0,USA,MI,Detroit
milleke02,Kevin,Miller,R,1965.0,9.0,2.0,USA,MI,Lansing
milleke03,Kevan,Miller,D,1987.0,11.0,15.0,USA,CA,Los Angeles
milleki01,Kip,Miller,C,1969.0,6.0,11.0,USA,MI,Lansing
milleno01,Norm,Milley,R,1980.0,2.0,14.0,Canada,ON,Toronto
millepa01,Paul,Miller,C,1959.0,8.0,21.0,USA,MA,Billerica
millepe01,Perry,Miller,D,1952.0,6.0,24.0,Canada,MB,Winnipeg
millery01,Ryan,Miller,G,1980.0,7.0,17.0,USA,MI,East Lansing
millewa01,Warren,Miller,R,1954.0,1.0,1.0,USA,MN,South St. Paul
millsbr01,Brad,Mills,C,1983.0,5.0,3.0,Canada,BC,Terrace
millscr01,Craig,Mills,R,1976.0,8.0,27.0,Canada,ON,Toronto
milrodu01,Duncan,Milroy,R,1983.0,2.0,8.0,Canada,AB,Edmonton
minarch01,Chris,Minard,L,1981.0,11.0,18.0,Canada,ON,Owen Sound
minarmi01,Mike,Minard,G,1976.0,11.0,1.0,Canada,ON,Owen Sound
minerjo01,John,Miner,D,1965.0,8.0,28.0,Canada,SK,Moose Jaw
minkgr01,Graham,Mink,C,1979.0,5.0,21.0,USA,VT,Stowe
minorge01,Gerry,Minor,C,1958.0,10.0,27.0,Canada,SK,Regina
mioed01,Eddie,Mio,G,1954.0,1.0,31.0,Canada,ON,Windsor
mironan01,Andrei,Mironov,D,1994.0,7.0,29.0,Russian Federation,,Moscow
mironbo01,Boris,Mironov,D,1972.0,3.0,21.0,Russia,,Moscow
mirondm01,Dmitri,Mironov,D,1965.0,12.0,25.0,Russia,,Moscow
mitchga01,Garrett,Mitchell,R,1991.0,9.0,2.0,Canada,SK,Regina
mitchje01,Jeff,Mitchell,R,1975.0,5.0,16.0,USA,MI,Wayne
mitchjo02,John,Mitchell,C,1985.0,1.0,22.0,Canada,ON,Oakville
mitchro01,Roy,Mitchell,D,1969.0,3.0,14.0,Canada,AB,Edmonton
mitchto01,Torrey,Mitchell,C,1985.0,1.0,30.0,Canada,QC,Montreal
mitchwi01,Willie,Mitchell,D,1977.0,4.0,23.0,Canada,BC,Port McNeill
mitchza01,Zack,Mitchell,R,1993.0,1.0,7.0,Canada,ON,Orangeville
mitteca01,Casey,Mittelstadt,C,1998.0,11.0,22.0,USA,MN,Eden Prairie
modanmi01,Mike,Modano,C,1970.0,6.0,7.0,USA,MI,Livonia
modinfr01,Fredrik,Modin,L,1974.0,10.0,8.0,Sweden,,Sundsvall
modryja01,Jaroslav,Modry,D,1971.0,2.0,27.0,Czech Republic,,Ceske Budejovice
moentr01,Travis,Moen,L,1982.0,4.0,6.0,Canada,SK,Swift Current
moffami01,Mike,Moffat,G,1962.0,2.0,4.0,Canada,ON,Galt
mogersa01,Sandy,Moger,R,1969.0,3.0,21.0,Canada,BC,100 Mile House
mogilal01,Alexander,Mogilny,R,1969.0,2.0,18.0,Russia,,Khabarovsk
mohermi01,Mike,Moher,L,1962.0,3.0,26.0,Canada,ON,Manitowadge
mojzito01,Tomas,Mojzis,D,1982.0,5.0,2.0,Czech Republic,,Kolin
mokosca01,Carl,Mokosak,L,1962.0,9.0,22.0,Canada,AB,Fort Saskatchewan
mokosjo01,John,Mokosak,D,1963.0,9.0,7.0,Canada,AB,Edmonton
molingr01,Griffen,Molino,C,1994.0,1.0,21.0,USA,MI,Trenton
molinla01,Lars,Molin,L,1956.0,5.0,7.0,Sweden,,Ornskoldsvik
mollemi01,Mike,Moller,R,1962.0,6.0,16.0,Canada,AB,Calgary
molleos01,Oscar,Moller,C,1989.0,1.0,22.0,Sweden,,Stockholm
mollera01,Randy,Moller,D,1963.0,8.0,23.0,Canada,AB,Red Deer
mollomi01,Mitch,Molloy,L,1966.0,10.0,10.0,Canada,ON,Red Lake
momesse01,Sergio,Momesso,L,1965.0,9.0,4.0,Canada,QC,Montreal
monahha01,Hartland,Monahan,R,1951.0,3.0,29.0,Canada,QC,Montreal
monahse01,Sean,Monahan,C,1994.0,10.0,12.0,Canada,ON,Brampton
mondopi01,Pierre,Mondou,C,1955.0,11.0,27.0,Canada,QC,Sorel
mongemi01,Michel,Mongeau,C,1965.0,2.0,9.0,Canada,QC,Nun's Island
mongrbo01,Bob,Mongrain,C,1959.0,8.0,31.0,Canada,QC,LaSarre
montast01,Steve,Montador,D,1979.0,12.0,21.0,Canada,ON,Vancouver
montgji01,Jim,Montgomery,C,1969.0,6.0,30.0,Canada,QC,Montreal
montoal01,Al,Montoya,G,1985.0,2.0,13.0,USA,IL,Glenview
montobr01,Brandon,Montour,D,1994.0,4.0,11.0,Canada,ON,Brantford
moogan01,Andy,Moog,G,1960.0,2.0,18.0,Canada,BC,Penticton
mooreba01,Barrie,Moore,L,1975.0,5.0,22.0,Canada,ON,London
mooredo01,Dominic,Moore,C,1980.0,8.0,3.0,Canada,ON,Thornhill
mooregr01,Greg,Moore,R,1984.0,3.0,26.0,USA,ME,Lisbon
moorejo01,John,Moore,D,1990.0,11.0,19.0,USA,IL,Winnetka
mooremi01,Mike,Moore,D,1984.0,12.0,12.0,Canada,AB,Calgary
